pair,entry_date,exit_date,direction,entry_pos,entry_z,exit_z,n_days,trade_pnl,trade_id,dir_norm,action,reason,pnl_mult,pnl_conditioned
NU-VLRS,2024-06-21,2024-07-29,SHORT,-1.0,2.015185611073929,0.442951105547013,38,-0.1283166080924798,141,-1,BLOCK,earnings,0.0,-0.0
NU-VLRS,2024-08-15,2024-09-26,SHORT,-1.0,2.232811323353253,0.1940569090182331,42,-0.7815273838832368,142,-1,ALLOW,clear_allow,1.0,-0.7815273838832368
NU-VLRS,2024-11-18,2025-01-23,LONG,1.0,-2.2582772051950295,-0.4841070361393218,66,-1.9339574450075183,143,1,ALLOW,no_evidence_allow,1.0,-1.9339574450075183
NU-VLRS,2025-05-14,2025-05-29,SHORT,-1.0,2.1575352994740427,0.4734830728586845,15,1.3604981401516745,144,-1,ALLOW,clear_allow,1.0,1.3604981401516745
NU-VLRS,2025-09-08,2025-10-10,SHORT,-1.0,2.0898201931671267,0.3977703385980433,32,0.1379866095115054,145,-1,ALLOW,clear_allow,1.0,0.1379866095115054
NU-VLRS,2025-11-26,2025-12-16,SHORT,-1.0,2.79587618346861,-0.2143731823277988,20,0.800821581475397,146,-1,ALLOW,clear_allow,1.0,0.800821581475397
NU-VLRS,2026-01-27,2026-02-09,SHORT,-1.0,2.3464766515560695,-0.3112136732904979,13,1.4746669137750608,147,-1,BLOCK,earnings,0.0,0.0
NU-VLRS,2026-02-26,2026-04-13,LONG,1.0,-3.0418115860434387,-0.4573266910580054,46,0.3632093724578477,148,1,ALLOW,clear_allow,1.0,0.3632093724578477
NU-VLRS,2026-05-13,2026-05-29,LONG,1.0,-2.521699395720942,-1.65918377136149,16,0.0913085212847538,149,1,BLOCK,earnings,0.0,0.0
NU-PAX,2023-05-02,2023-07-14,SHORT,-1.0,2.595085179005908,0.4616638874720206,73,-1.508863389252193,150,-1,BLOCK,earnings,0.0,-0.0
NU-PAX,2023-10-11,2023-11-15,SHORT,-1.0,3.011466580744977,0.3438007116645702,35,-0.7354012429576715,151,-1,BLOCK,earnings,0.0,-0.0
NU-PAX,2023-12-27,2024-01-05,LONG,1.0,-2.121130330336426,-0.3718280583551434,9,1.1124495521733009,152,1,ALLOW,no_evidence_allow,1.0,1.1124495521733009
NU-PAX,2024-02-13,2024-02-20,SHORT,-1.0,2.2314955978943103,0.3874194450841228,7,1.3255309175831964,153,-1,BLOCK,earnings,0.0,0.0
NU-PAX,2024-05-02,2024-07-25,SHORT,-1.0,2.02511172687271,0.0652334463684961,84,-1.5586554163075697,154,-1,BLOCK,earnings,0.0,-0.0
NU-PAX,2024-08-14,2024-10-01,SHORT,-1.0,2.468760687110752,0.4841908395795491,48,-0.7956511806773476,155,-1,ALLOW,clear_allow,1.0,-0.7956511806773476
NU-PAX,2024-11-18,2025-01-16,LONG,1.0,-2.3150142706767105,-0.4100059637064727,59,-2.0496221003276176,156,1,ALLOW,no_evidence_allow,1.0,-2.0496221003276176
NU-PAX,2025-06-10,2025-07-14,LONG,1.0,-2.000076488766446,-0.3462982440575896,34,0.8579783642780301,157,1,ALLOW,clear_allow,1.0,0.8579783642780301
NU-PAX,2025-08-20,2025-10-13,SHORT,-1.0,2.4028261872550996,0.4993111272907694,54,-0.4438255253343525,158,-1,ALLOW,clear_allow,1.0,-0.4438255253343525
NU-PAX,2025-11-18,2025-11-25,LONG,1.0,-2.276315968116303,2.6795323254228176,7,1.0732168108307862,159,1,ALLOW,clear_allow,1.0,1.0732168108307862
NU-PAX,2025-11-25,2025-12-05,SHORT,-1.0,2.6795323254228176,-0.0126874474656406,10,0.9353093975130254,160,-1,ALLOW,clear_allow,1.0,0.9353093975130254
NU-PAX,2025-12-10,2026-01-23,LONG,1.0,-2.2315137211965066,-0.4925797335794991,44,-0.2296261525155254,161,1,ALLOW,clear_allow,1.0,-0.2296261525155254
NU-PAX,2026-01-28,2026-02-26,SHORT,-1.0,2.2736019743304983,0.1561254043555453,29,-0.341876529309609,162,-1,BLOCK,earnings,0.0,-0.0
CX-NU,2023-04-12,2023-05-22,SHORT,-1.0,2.381414385658486,0.0104927435841144,40,0.0132500586299321,163,-1,BLOCK,earnings,0.0,0.0
CX-NU,2023-08-07,2023-09-07,SHORT,-1.0,2.0670609501019204,0.4109147458584245,31,-0.1067409449210678,164,-1,BLOCK,earnings,0.0,-0.0
CX-NU,2023-10-05,2023-11-08,LONG,1.0,-2.4519128330439592,-0.3924654184019976,34,0.3817391471608116,165,1,BLOCK,earnings,0.0,0.0
CX-NU,2023-12-14,2024-01-16,SHORT,-1.0,2.3141795984073106,0.0232532926115721,33,0.3214664148950217,166,-1,ALLOW,no_evidence_allow,1.0,0.3214664148950217
CX-NU,2024-02-29,2024-03-26,LONG,1.0,-2.0167091115872817,-0.1479233706746611,26,0.487411445085572,167,1,ALLOW,clear_allow,1.0,0.487411445085572
CX-NU,2024-05-07,2024-08-01,LONG,1.0,-2.144257071185709,-0.46739860879318,86,-1.3992312361511043,168,1,BLOCK,earnings,0.0,-0.0
CX-NU,2024-08-26,2024-09-26,LONG,1.0,-2.039768082834707,-0.0175330247936884,31,-0.0144275970212059,169,1,ALLOW,clear_allow,1.0,-0.0144275970212059
CX-NU,2024-10-28,2024-11-18,LONG,1.0,-2.41101382922997,-0.183471471793523,21,0.5702677069266744,170,1,BLOCK,earnings,0.0,0.0
CX-NU,2025-02-21,2025-03-14,SHORT,-1.0,2.7189182395331652,0.1684014610409679,21,0.5979070239209923,171,-1,ALLOW,clear_allow,1.0,0.5979070239209923
CX-NU,2025-05-21,2025-06-24,SHORT,-1.0,2.2767516361757263,0.0573707042512934,34,0.3300039629964097,172,-1,ALLOW,clear_allow,1.0,0.3300039629964097
CX-NU,2025-07-21,2025-09-10,SHORT,-1.0,2.047594881821607,0.3014221299151388,51,-0.6309975358344702,173,-1,BLOCK,earnings,0.0,-0.0
CX-NU,2025-10-28,2026-03-03,SHORT,-1.0,2.0264386423904397,0.3364372718827546,126,-2.1793823694528016,174,-1,BLOCK,earnings,0.0,-0.0
CX-NU,2026-04-23,2026-05-29,SHORT,-1.0,2.5089716170753524,1.5059558941544149,36,-1.1194885595694533,175,-1,BLOCK,earnings,0.0,-0.0
DLO-VTEX,2023-03-31,2023-04-05,SHORT,-1.0,2.258363282888993,-4.2342238123002645,5,-0.8364991654414267,176,-1,ALLOW,no_evidence_allow,1.0,-0.8364991654414267
DLO-VTEX,2023-04-05,2023-04-21,LONG,1.0,-4.2342238123002645,-0.3124950933301981,16,5.236184371692468,177,1,ALLOW,clear_allow,1.0,5.236184371692468
DLO-VTEX,2023-05-04,2023-05-08,LONG,1.0,-2.102361936932185,-0.3399866266254747,4,0.5327164245425965,178,1,BLOCK,earnings,0.0,0.0
DLO-VTEX,2023-05-26,2023-07-12,LONG,1.0,-3.5544991346511483,-0.3292091270272802,47,0.4986699056704147,179,1,ALLOW,no_evidence_allow,1.0,0.4986699056704147
DLO-VTEX,2023-08-16,2023-10-06,SHORT,-1.0,4.690966907810558,0.4809290772302003,51,1.7516552280914182,180,-1,DOWNSIZE,sentiment,0.5,0.8758276140457091
DLO-VTEX,2023-11-10,2024-02-15,LONG,1.0,-2.3294076705159945,-0.4803660829747945,97,-2.233472624625529,181,1,BLOCK,earnings,0.0,-0.0
DLO-VTEX,2024-03-07,2024-03-18,LONG,1.0,-2.334577315883401,-0.4298311291114791,11,1.7927667284962672,182,1,BLOCK,earnings,0.0,0.0
DLO-VTEX,2024-03-19,2024-04-04,LONG,1.0,-2.296799789368259,-0.2508310656358644,16,1.5002154853719067,183,1,ALLOW,clear_allow,1.0,1.5002154853719067
DLO-VTEX,2024-05-15,2024-07-29,LONG,1.0,-3.8794904060329287,-0.2601441045492823,75,-1.1269048533926678,184,1,ALLOW,clear_allow,1.0,-1.1269048533926678
DLO-VTEX,2024-09-10,2024-09-19,SHORT,-1.0,2.0995333821605935,-0.0762619155418583,9,0.4979361190821117,185,-1,ALLOW,no_evidence_allow,1.0,0.4979361190821117
DLO-VTEX,2024-11-12,2025-02-20,SHORT,-1.0,2.279494287487416,0.2614200876101929,100,-3.63145014882942,186,-1,BLOCK,earnings,0.0,-0.0
DLO-VTEX,2025-02-26,2025-02-28,SHORT,-1.0,5.267242579058612,-0.3847648888044564,2,0.2695945485981991,187,-1,BLOCK,earnings,0.0,0.0
DLO-VTEX,2025-03-28,2025-05-15,LONG,1.0,-2.045225390653487,-0.078871796699533,48,-0.2634648529587788,188,1,ALLOW,no_evidence_allow,1.0,-0.2634648529587788
DLO-VTEX,2025-08-08,2025-10-10,SHORT,-1.0,4.566302453570791,0.4896650077064743,63,-3.4701321860896304,189,-1,BLOCK,earnings,0.0,-0.0
DLO-VTEX,2025-11-20,2025-12-08,LONG,1.0,-2.1550300536532965,-0.4424659049763383,18,0.7936788830832602,190,1,ALLOW,no_evidence_allow,1.0,0.7936788830832602
DLO-VTEX,2026-01-06,2026-02-03,SHORT,-1.0,2.301202360473849,0.3723118045403951,28,0.6370430513218128,191,-1,ALLOW,clear_allow,1.0,0.6370430513218128
DLO-VTEX,2026-03-03,2026-04-10,LONG,1.0,-2.4182958259050102,-0.4148504471394378,38,0.3231529209825879,192,1,BLOCK,earnings,0.0,0.0
DLO-MELI,2023-04-14,2023-05-04,LONG,1.0,-2.031175000346721,-0.4562119355424249,20,0.4080116587497575,193,1,BLOCK,earnings,0.0,0.0
DLO-MELI,2023-06-02,2023-06-08,LONG,1.0,-2.011446905916642,-0.2843013779254488,6,2.054588334203012,194,1,DOWNSIZE,sentiment,0.5,1.027294167101506
DLO-MELI,2023-07-10,2023-08-10,SHORT,-1.0,3.08891315687287,-2.320805252300208,31,6.789914218176986,195,-1,BLOCK,earnings,0.0,0.0
DLO-MELI,2023-08-10,2023-08-15,LONG,1.0,-2.320805252300208,0.1920342067580756,5,6.252836127397925,196,1,BLOCK,earnings,0.0,0.0
DLO-MELI,2023-08-16,2023-09-01,SHORT,-1.0,2.4760109684249954,0.1062687451197133,16,3.1333224777935103,197,-1,DOWNSIZE,sentiment,0.5,1.5666612388967551
DLO-MELI,2023-11-14,2024-02-23,LONG,1.0,-2.1769078978588197,0.031721704406931,101,-15.119467251742645,198,1,BLOCK,earnings,0.0,-0.0
DLO-MELI,2024-05-08,2024-07-18,LONG,1.0,-2.04315416278594,-0.4056799714608594,71,-3.836557551666014,199,1,BLOCK,earnings,0.0,-0.0
DLO-MELI,2024-08-02,2024-10-02,LONG,1.0,-2.4042269695495553,-0.3320487136930746,61,-8.638574735976421,200,1,BLOCK,earnings,0.0,-0.0
DLO-MELI,2024-11-07,2024-11-25,SHORT,-1.0,4.061834870890086,-0.0147023805048232,18,5.131575295172284,201,-1,BLOCK,earnings,0.0,0.0
DLO-MELI,2024-12-09,2025-01-28,SHORT,-1.0,2.5189610018837993,0.2766093318969033,50,-0.6171269451799279,202,-1,ALLOW,no_evidence_allow,1.0,-0.6171269451799279
DLO-MELI,2025-02-21,2025-03-31,LONG,1.0,-2.845807083156835,-0.400445889582831,38,2.896687287328092,203,1,BLOCK,earnings,0.0,0.0
DLO-MELI,2025-04-29,2025-06-11,LONG,1.0,-2.3835176276781502,-0.4425322907762077,43,-2.1459557766059874,204,1,BLOCK,earnings,0.0,-0.0
DLO-MELI,2025-08-14,2025-08-28,SHORT,-1.0,2.8140738386113173,0.4462986834003704,14,3.8762239137248766,205,-1,ALLOW,clear_allow,1.0,3.8762239137248766
DLO-MELI,2025-10-01,2025-10-29,SHORT,-1.0,3.394366596919619,0.4505675253501163,28,2.239450425423116,206,-1,BLOCK,earnings,0.0,0.0
DLO-MELI,2026-02-25,2026-04-13,SHORT,-1.0,2.989689083636236,0.4499049325556064,47,-0.361557689272673,207,-1,BLOCK,earnings,0.0,-0.0
DLO-MELI,2026-05-11,2026-05-27,SHORT,-1.0,2.2323856168462157,0.0558037520004331,16,4.444196123312368,208,-1,BLOCK,earnings,0.0,0.0
ASR-CAAP,2023-04-17,2023-05-26,LONG,1.0,-2.5099341769739456,-0.3797932900530304,39,-7.656426397212392,209,1,BLOCK,earnings,0.0,-0.0
ASR-CAAP,2023-07-10,2023-10-04,LONG,1.0,-2.6551719805274754,-0.2743623752073951,86,-34.994218211224364,210,1,BLOCK,earnings,0.0,-0.0
ASR-CAAP,2023-10-05,2023-10-16,LONG,1.0,-2.4275734476793804,-0.3058903421850232,11,18.60766358985762,211,1,BLOCK,earnings,0.0,0.0
ASR-CAAP,2023-10-31,2023-11-10,SHORT,-1.0,2.1337017610272127,0.3390538418755937,10,14.065776928514705,212,-1,BLOCK,earnings,0.0,0.0
ASR-CAAP,2023-11-27,2023-12-14,LONG,1.0,-3.2530547569961645,0.1536420432951458,17,-3.843610514046144,213,1,ALLOW,no_evidence_allow,1.0,-3.843610514046144
ASR-CAAP,2024-02-16,2024-03-20,SHORT,-1.0,2.280414074267659,0.463917769720516,33,4.175907721750351,214,-1,BLOCK,earnings,0.0,0.0
ASR-CAAP,2024-05-28,2024-06-20,LONG,1.0,-2.5376542125965686,-0.2568432271500686,23,11.759078907977784,215,1,ALLOW,clear_allow,1.0,11.759078907977784
ASR-CAAP,2024-08-06,2024-08-09,SHORT,-1.0,2.3775525027202393,0.1684830962714434,3,10.310842289783675,216,-1,BLOCK,earnings,0.0,0.0
ASR-CAAP,2024-09-12,2024-11-21,LONG,1.0,-2.463775862652865,-0.4839270947047795,70,-56.20844614027814,217,1,ALLOW,no_evidence_allow,1.0,-56.20844614027814
ASR-CAAP,2024-12-12,2024-12-18,LONG,1.0,-2.0286508302138637,-0.2296890057079967,6,9.91519664535826,218,1,ALLOW,no_evidence_allow,1.0,9.91519664535826
ASR-CAAP,2025-02-11,2025-03-12,SHORT,-1.0,2.0270117123597298,0.4486374236580452,29,1.9039027008078817,219,-1,BLOCK,earnings,0.0,0.0
ASR-CAAP,2025-03-14,2025-05-08,SHORT,-1.0,2.066412352163292,0.3345471409692717,55,-9.006432475982113,220,-1,BLOCK,earnings,0.0,-0.0
ASR-CAAP,2025-08-21,2025-08-25,LONG,1.0,-2.184849493153323,-0.0945631979682867,4,9.744937784725378,221,1,ALLOW,clear_allow,1.0,9.744937784725378
ASR-CAAP,2025-09-08,2025-11-28,SHORT,-1.0,4.4533985712840805,-2.171931866809812,81,92.38385167657164,222,-1,ALLOW,no_evidence_allow,1.0,92.38385167657164
ASR-CAAP,2025-11-28,2026-01-15,LONG,1.0,-2.171931866809812,-0.4979409729476005,48,29.65503118899509,223,1,ALLOW,clear_allow,1.0,29.65503118899509
ASR-CAAP,2026-01-29,2026-02-04,LONG,1.0,-2.280009086185217,-0.4823145203926388,6,30.159834545459823,224,1,BLOCK,earnings,0.0,0.0
ASR-CAAP,2026-03-06,2026-04-10,SHORT,-1.0,2.060062837905107,0.1752342218238683,35,6.143066077580116,225,-1,BLOCK,earnings,0.0,0.0
ASR-CAAP,2026-05-27,2026-05-29,LONG,1.0,-2.3906587551672636,-3.223103776557314,2,-14.608680234140186,226,1,ALLOW,no_evidence_allow,1.0,-14.608680234140186
NU-PAGS,2023-05-19,2023-08-01,SHORT,-1.0,2.7351280048972995,0.35930781857664,74,-1.8049999903332097,227,-1,BLOCK,earnings,0.0,-0.0
NU-PAGS,2023-10-11,2023-11-16,SHORT,-1.0,2.9164000612038743,0.2122776292797911,36,-0.2327564935999404,228,-1,ALLOW,no_evidence_allow,1.0,-0.2327564935999404
NU-PAGS,2024-02-14,2024-04-19,SHORT,-1.0,2.6711952278639717,0.3689758294163194,65,-0.9212231180648952,229,-1,BLOCK,earnings,0.0,-0.0
NU-PAGS,2024-05-28,2024-07-24,SHORT,-1.0,2.802600959127196,0.1545508898823542,57,-0.1591084496468403,230,-1,ALLOW,clear_allow,1.0,-0.1591084496468403
NU-PAGS,2024-08-02,2024-08-08,LONG,1.0,-2.04868353798114,-0.3906344661162536,6,0.3564215141556244,231,1,BLOCK,earnings,0.0,0.0
NU-PAGS,2024-08-19,2024-10-03,SHORT,-1.0,2.0978312372280064,0.4959760107590102,45,-1.083485114959306,232,-1,BLOCK,earnings,0.0,-0.0
NU-PAGS,2024-12-02,2025-01-22,LONG,1.0,-2.476704474905299,-0.3465092818651476,51,-0.1458930262997273,233,1,ALLOW,no_evidence_allow,1.0,-0.1458930262997273
NU-PAGS,2025-07-16,2025-07-28,SHORT,-1.0,2.207057010514,0.3203906430176877,12,1.0094022469759674,234,-1,BLOCK,earnings,0.0,0.0
NU-PAGS,2025-08-25,2025-10-16,SHORT,-1.0,2.332404238296675,0.4299013406197524,52,-0.7823906903575937,235,-1,ALLOW,clear_allow,1.0,-0.7823906903575937
NU-PAGS,2025-11-25,2025-12-16,SHORT,-1.0,2.393260043637395,0.3456798820062834,21,0.0340333535972614,236,-1,ALLOW,clear_allow,1.0,0.0340333535972614
NU-PAGS,2026-01-05,2026-01-13,SHORT,-1.0,2.579094903345861,0.0560415175785281,8,1.0039646759947125,237,-1,ALLOW,clear_allow,1.0,1.0039646759947125
NU-PAGS,2026-01-28,2026-02-04,SHORT,-1.0,2.0070512974582595,-0.261597576657594,7,0.3845736448279739,238,-1,BLOCK,earnings,0.0,0.0
NU-PAGS,2026-02-26,2026-04-14,LONG,1.0,-3.90753171225134,-0.4670638454863814,47,-0.1853415324181986,239,1,BLOCK,earnings,0.0,-0.0
NU-PAGS,2026-05-15,2026-05-29,LONG,1.0,-2.290877946970959,-1.2607602417968011,14,0.7380525691771915,240,1,BLOCK,earnings,0.0,0.0
DLO-PAGS,2023-04-03,2023-04-05,SHORT,-1.0,3.835164592455344,-3.534600597177779,2,0.2214519593268729,241,-1,ALLOW,no_evidence_allow,1.0,0.2214519593268729
DLO-PAGS,2023-04-05,2023-06-27,LONG,1.0,-3.534600597177779,-0.4748074237085309,83,2.246937486928248,242,1,ALLOW,clear_allow,1.0,2.246937486928248
DLO-PAGS,2023-08-15,2023-10-06,SHORT,-1.0,2.3980392053339785,0.4346161283398715,52,-3.608942015418319,243,-1,BLOCK,earnings,0.0,-0.0
DLO-PAGS,2023-11-22,2024-03-06,LONG,1.0,-2.5952694682366753,-0.4706589522004757,105,-2.9053533365609696,244,1,ALLOW,clear_allow,1.0,-2.9053533365609696
DLO-PAGS,2024-03-19,2024-04-05,LONG,1.0,-3.015687785335165,-0.4351642481077051,17,1.3272499739722272,245,1,ALLOW,clear_allow,1.0,1.3272499739722272
DLO-PAGS,2024-05-15,2024-08-07,LONG,1.0,-4.110427996782035,-0.4778444001115965,84,-1.9594916379805312,246,1,BLOCK,earnings,0.0,-0.0
DLO-PAGS,2024-08-27,2024-11-04,SHORT,-1.0,2.155949169314033,0.4977854079548039,69,-1.6762327119045084,247,-1,ALLOW,no_evidence_allow,1.0,-1.6762327119045084
DLO-PAGS,2024-11-14,2025-02-20,SHORT,-1.0,2.1040727715593355,0.2911498750544818,98,-2.8180327834929453,248,-1,ALLOW,clear_allow,1.0,-2.8180327834929453
DLO-PAGS,2025-02-26,2025-02-28,SHORT,-1.0,2.096915263783608,-3.93087444598458,2,0.0743681927335271,249,-1,BLOCK,earnings,0.0,0.0
DLO-PAGS,2025-02-28,2025-05-13,LONG,1.0,-3.93087444598458,-0.4497204470324944,74,2.1654990898595488,250,1,DOWNSIZE,sentiment,0.5,1.0827495449297744
DLO-PAGS,2025-08-14,2025-09-04,SHORT,-1.0,6.204685628736724,0.46475200106657,21,1.6225351807712751,251,-1,ALLOW,clear_allow,1.0,1.6225351807712751
DLO-PAGS,2025-11-17,2025-12-10,LONG,1.0,-2.32638849671551,-0.495522456352466,23,0.6535559043398679,252,1,ALLOW,clear_allow,1.0,0.6535559043398679
DLO-PAGS,2026-02-03,2026-03-19,LONG,1.0,-2.1500259801162005,-0.1988075131705848,44,-0.5488838408417718,253,1,BLOCK,earnings,0.0,-0.0
DLO-PAGS,2026-04-24,2026-05-12,SHORT,-1.0,2.1397298517769423,0.2788663146591623,18,0.1272062475655977,254,-1,BLOCK,earnings,0.0,0.0
DLO-XP,2023-04-03,2023-04-05,SHORT,-1.0,2.1089045205262895,0.1699269471651009,2,0.1100090454732753,255,-1,ALLOW,no_evidence_allow,1.0,0.1100090454732753
DLO-XP,2023-05-17,2023-08-15,LONG,1.0,-2.193747410239568,-0.0453452607484167,90,-9.978690731842203,256,1,BLOCK,earnings,0.0,-0.0
DLO-XP,2023-08-30,2023-11-07,SHORT,-1.0,2.1711914787750466,0.1980120349055087,69,-1.7755790067372477,257,-1,ALLOW,no_evidence_allow,1.0,-1.7755790067372477
DLO-XP,2023-12-05,2024-02-13,LONG,1.0,-2.223214322812647,-0.2736491974545469,70,-2.1234447665127796,258,1,ALLOW,clear_allow,1.0,-2.1234447665127796
DLO-XP,2024-03-19,2024-04-04,LONG,1.0,-2.171715163479486,-0.25202153581776,16,0.8829287037726852,259,1,ALLOW,clear_allow,1.0,0.8829287037726852
DLO-XP,2024-04-16,2024-05-03,SHORT,-1.0,2.658690115113224,0.1984897914507822,17,0.6583727900677794,260,-1,BLOCK,earnings,0.0,0.0
DLO-XP,2024-05-15,2024-05-23,LONG,1.0,-2.0621477550061047,0.2369949473432089,8,4.092454947645608,261,1,BLOCK,earnings,0.0,0.0
DLO-XP,2024-10-08,2024-10-18,SHORT,-1.0,2.000831708753343,0.4858804508754364,10,0.8054833495225335,262,-1,ALLOW,no_evidence_allow,1.0,0.8054833495225335
DLO-XP,2024-11-12,2025-02-03,SHORT,-1.0,2.18570065185823,0.4316153424011581,83,-6.534851489444939,263,-1,BLOCK,earnings,0.0,-0.0
DLO-XP,2025-02-28,2025-04-10,LONG,1.0,-3.378063517553081,-0.3768369603149335,41,0.1384440699491236,264,1,ALLOW,clear_allow,1.0,0.1384440699491236
DLO-XP,2025-05-08,2025-06-26,LONG,1.0,-2.149486523507836,-0.4617514300062516,49,0.2833803676216875,265,1,BLOCK,earnings,0.0,0.0
DLO-XP,2025-07-23,2025-09-05,SHORT,-1.0,2.0537814147797366,0.233803294476794,44,-0.4860034506048389,266,-1,BLOCK,earnings,0.0,-0.0
DLO-XP,2025-10-09,2025-10-29,SHORT,-1.0,2.048078525101233,0.3558714785366189,20,1.3640073372134245,267,-1,BLOCK,earnings,0.0,0.0
DLO-XP,2026-02-19,2026-03-12,LONG,1.0,-2.0492041697237036,-0.3028601653572799,21,0.9473426959499966,268,1,BLOCK,earnings,0.0,0.0
BAP-IFS,2023-05-05,2023-05-12,SHORT,-1.0,2.64458588329182,0.2916443600769998,7,4.570851234041342,269,-1,BLOCK,earnings,0.0,0.0
BAP-IFS,2023-06-15,2023-06-26,SHORT,-1.0,2.449036140834757,0.4599565969655208,11,4.685120152906038,270,-1,ALLOW,no_evidence_allow,1.0,4.685120152906038
BAP-IFS,2023-07-07,2023-08-14,SHORT,-1.0,2.128489586621369,-0.0459510201434915,38,-0.9407536539111456,271,-1,ALLOW,no_evidence_allow,1.0,-0.9407536539111456
BAP-IFS,2023-09-13,2023-10-06,LONG,1.0,-2.2561064081579083,-0.4883219722169514,23,0.6076429079656185,272,1,ALLOW,no_evidence_allow,1.0,0.6076429079656185
BAP-IFS,2023-12-14,2024-01-05,SHORT,-1.0,2.512313537764266,0.4235439440849051,22,4.620843266123129,273,-1,ALLOW,no_evidence_allow,1.0,4.620843266123129
BAP-IFS,2024-02-21,2024-02-29,LONG,1.0,-2.077704395972058,0.0963681874316569,8,1.4638782039242693,274,1,ALLOW,no_evidence_allow,1.0,1.4638782039242693
BAP-IFS,2024-03-27,2024-05-16,SHORT,-1.0,2.496220368512439,0.4367797641565412,50,-2.5141524883998514,275,-1,ALLOW,no_evidence_allow,1.0,-2.5141524883998514
BAP-IFS,2024-10-28,2024-10-30,SHORT,-1.0,2.1307322213765967,0.4316392960866073,2,3.3303428150720267,276,-1,BLOCK,earnings,0.0,0.0
BAP-IFS,2024-12-06,2025-01-15,LONG,1.0,-2.1424532575946813,-0.3314647041075689,40,-2.3228060532356487,277,1,ALLOW,no_evidence_allow,1.0,-2.3228060532356487
BAP-IFS,2025-02-07,2025-03-25,LONG,1.0,-2.055085548141077,-0.4977095549391643,46,-4.203683571222494,278,1,BLOCK,earnings,0.0,-0.0
BAP-IFS,2025-05-27,2025-10-02,SHORT,-1.0,2.369872085567459,0.1704743750418851,128,-35.165011806285314,279,-1,ALLOW,clear_allow,1.0,-35.165011806285314
BAP-IFS,2025-10-20,2025-11-10,LONG,1.0,-2.279540447533007,-0.0421321130920057,21,1.7386316729894462,280,1,BLOCK,earnings,0.0,0.0
BAP-IFS,2025-12-04,2026-02-11,SHORT,-1.0,2.609714801028193,0.4198959703059943,69,-19.90511311220141,281,-1,ALLOW,clear_allow,1.0,-19.90511311220141
BAP-IFS,2026-04-27,2026-05-08,LONG,1.0,-2.109952929614088,-0.4715711657147219,11,2.120743848246283,282,1,BLOCK,earnings,0.0,0.0
